id,HH,Emo,Ext,Agr,Con,Ope
dd8677f464ba2c13cf3ecfaa46208a2e,36,48,35,38,22,40
de23180c28775da37ed209fd11596bc3,36,18,27,34,41,40
de4867a4d35a2be96cd8ab56d698b6bb,28,33,40,36,34,35
de549fd1d0f7303e2d456a27e856006f,38,33,37,34,30,37
df4fee754fe4f1bb2d89ff0ad93cb1cc,33,35,29,38,32,29
e0de8e147663adb6851d490ff13c68e4,32,31,31,45,36,45
e1545f3d113c97476925ac8d77fbc889,33,37,34,34,30,31
e1e3a01dcee92d18913dbdb14628f7b2,35,34,29,22,37,39
e204bc740e515bf0864d20591ca059ce,30,35,35,37,32,31
e23ab9a71561e3cdbc1d221d14baec10,32,29,33,30,29,33
e26e50a5ec04e841dae7b930ee0e98db,37,31,25,32,36,34
e382296989f665287392cab8515889bc,17,43,29,25,29,38
e3f0509db5379cd618c8c293208231f6,28,33,39,28,31,32
e4659e83e0e0a43b27cc872a3d51eda9,37,30,38,34,35,36
e47fe99ef36b9dc6841fc61671078657,22,46,33,20,41,26
e764066ecaf9a49381b5c84985b42d5d,32,30,24,30,35,44
e7fca61d1dbaa1b285c49eddb10b78bf,43,21,38,37,35,34
e8914ca8710065231a5048dfb019c3a0,40,40,24,32,30,24
e8d2e7f6bd51c0adf03b94e79b075ab0,30,41,31,31,41,43
e949ee63b9ddc363397cb6407ce941f1,27,41,31,26,32,39
ea3d635c59a715bc4a2f17c42a10eeaa,41,40,31,40,39,42
ea5d0f411f8d3d379c3c65570225e4f8,33,24,39,35,36,38
ea7c44a733d182d786b3b64204972952,30,26,29,28,29,34
eab1b6b37e26b7147a93eeff57a8f14b,37,23,38,29,33,36
ebe84e42bb6ccc628f1df067244eff5b,25,36,37,32,26,27
ec180a1df67f52ee8f5b9591b6a39589,40,38,31,33,33,33
ec88f010f57aa120ce46ee8e0a8c47df,40,26,36,33,34,37
eca0567f2d808118277914e2b96db069,32,31,31,39,33,36
edc5dde805fcac094602f8df3e32f9bd,31,42,25,27,33,30
edd23344a6d9bf57e788f4e64073f9d9,34,37,20,36,36,24
ef232a1856518244f0150d3591aa3c11,35,32,37,36,30,35
ef51b9eea0206cfa4a0c11d75eb17422,40,40,25,35,39,30
f05ddf4cffe69388f3a884e8c3476065,33,36,26,23,31,20
f0786f054c6c51c2909955abad56394e,32,24,27,32,26,36
f1348a607635e81a39284c00b9e6d57c,35,38,39,36,32,42
f306916e112014780081919f82aa211b,37,29,36,38,40,39
f3095bdb2f659e7fcb5e171211db7d38,31,24,37,28,43,43
f3141606bebf2f81228944bcf50d27e7,31,39,31,24,20,37
f3b115281804c3c72a93c8f8fef5665c,42,31,34,37,37,39
f463afd5aee25de33d051d01bc6548f7,32,42,29,29,23,35
f4971a29a6704e307e0fac42ec650d11,36,36,32,35,36,30
f4e518694d573c49c653831864fcb070,29,36,33,34,35,36
f52e09bda2021436d9f244f21798ea7c,44,36,33,35,39,40
f5552b9d83cf03dd9c83216800de69d0,40,40,25,40,34,36
f59e7f1c715a164fc7f0fe5b5069e19c,34,37,22,36,33,35
f5dbe094887b4b5b4e230bce2d41dae6,29,39,29,26,30,33
f644406dfaec29adcb396759a965ab62,38,28,30,33,27,44
f7222a002dbac6073eb02106c182ae29,22,42,25,19,43,44
f724306e3e735325a71b9e3b884b65b6,42,41,28,26,31,31
f840426dac44fb2555b972c389a79307,24,41,34,34,35,28
f8d82c60fba41e4cf19255c68f993f01,27,32,28,30,30,27
f9120b4d3e32f7bef2d2b28fb2cabaf3,37,31,25,40,20,29
fb20a411e9f7c1407212c4cb86f3136b,20,39,31,25,26,36
fb4cded367a3f88d62dc9061cf387348,33,36,29,20,35,30
fb5159baf071f34e5390de937971d08e,26,41,38,26,28,26
fc46857b69c8f24474803b1c6be5eccc,24,33,40,26,39,36
fd0c050fea4a1da36a1be4f5788a044d,27,40,38,25,35,39
fe43a28b9dd0e11739c5b96158db2d67,28,26,39,38,31,37
fe6745dbfb7cc2451002b5cafcba4f3e,34,23,29,42,25,40
fe72b7bd4c395e79b0c909a4456409cf,33,39,31,31,29,30
ff866affc00b8051b60bd910cd0058dc,40,27,37,40,36,35
ffa7a71194cc9f4b1781c20edb60e36a,23,22,12,45,33,37
6c2b8f5bfe81cd3950f9745d88c8c962,30,45,26,30,32,40
6ca61b7bc89ff6057ec546f617294bd2,45,41,41,27,37,40
6d1ce99d20827104d2ee0c9e60f46661,39,37,29,35,34,30
6ebf9292ef8e574f0c8714d8f97bba17,32,39,28,22,31,35
6eed5b6f22b83ae003df9186017f8bcb,37,34,27,31,31,39
6f6705593d2e154b5bc3475b65f1a77d,27,25,26,28,40,28
6fa310320407227e30a3014e1911d468,30,35,38,39,28,31
6fa3c677316624693a9a945fa40a6507,26,34,34,34,26,30
70306e4beaf6a8ea4e46b464a84a9e46,33,34,24,40,38,33
709f6d372ab862b9c04c2154b6198745,34,22,45,34,30,29
70c3f65a61beebf9bbd263663b222af3,44,28,42,37,38,41
7156409651c43a9f299e8f81be6fc8ca,36,30,29,36,41,32
71712f87a279f1563d1d34909af73723,32,33,31,37,30,29
717481fc327e59aeefb1be474e6cb4e1,29,24,29,27,30,27
71828ef8416d2f4e88068e6801819d4e,38,38,36,36,30,38
71ced8fd605d6ad5da073e36fad00f49,29,31,35,35,28,34
71fa8e0b38cd6a94c7849553c47e64a7,40,38,28,29,37,45
7223008fb960e6c459dc3991d14db7dd,28,42,33,29,30,34
736a4de226f2fa0593c3087fefad1923,36,30,25,34,24,36
73d2b4794f45ca12d0ff5b980a75b317,26,28,31,38,28,37
73fe95d7b85cf8a0178e64abc2015fa0,34,38,35,23,28,35
740935625c2ce4811a7f39b368d9c41f,33,35,38,33,27,33
7409e6bc6200443d1a1ba2123a9360e3,28,38,34,28,34,30
74400632efedf48b54f31bb547503a28,33,38,36,28,30,33
745bb91f10152ae20e1eab29a96ad8fa,27,48,32,45,41,40
74bb311386bec686a93b774230a22903,36,39,29,34,30,31
765c724bfcbcede700ef4712d0c1b244,29,35,33,33,29,31
7666ed580ecbdecf52e06e9aad960947,29,34,40,43,17,45
769c2bdf3560f6dc0fceb85ad67537f5,38,41,30,36,35,34
76ac04871008cf5f420abfb9025f2c11,32,36,32,35,41,35
77a9519ba43656b81e37aa5109d9c481,31,37,26,38,23,35
78bf126fad48f75848278a7bcf241c65,31,31,24,36,20,34
7a5e26104b4911e8623906d5119b4719,25,37,27,24,33,21
7bfb220cf8293070d4ec4596cede768f,31,28,15,25,29,29
7c49e708fe961d691e0d03067a1bf1df,35,31,39,30,39,27
7c988c69c69882afb39945aa56bbff1b,39,23,30,31,42,34
7cac0e950cdeb6c689b16c3e82ad71a3,29,32,34,32,30,32
7d212e9543a333ea2277a5dada5a3ae4,33,36,28,36,36,26
7d244aff5278da22ddecd19f6d7a20db,32,37,25,29,31,28
7f76e88730c229445da58d6e5675be18,28,23,41,36,35,36
80f86d1c7e47efbe33fb6489fd46f8d7,40,35,45,38,35,33
81824074a4a05f31b0e70e8d060b85d5,21,38,44,22,41,43
81bec83e6ec4f17f875e6b5d582d9c49,28,38,42,36,41,37
8240913f0d1f406d565ed2215273a43c,37,28,22,34,32,31
